author,category,Year of publishing,grade,institution,isbn,lang,link,pages,pages_displayed,price,char_len_ref,subject,tags,text_len,title
Uta Hotze (Autor:in),Hausarbeit,1996,"2,0",Universität Potsdam,9783640017805,de,https://www.hausarbeiten.de/document/103402,21,20 von 21 Seiten X- nach oben,Kostenlos,391,Germanistik - Neuere Deutsche Literatur, Franz Kafka Urteil Verwandlung Franz Kafka ,42174,Franz Kafka - Das Urteil - Die Verwandlung
Natalie Kayani (Autor:in),Seminararbeit,2001,none,none,9783640017812,de,https://www.hausarbeiten.de/document/103403,11,10 von 11 Seiten X- nach oben,Kostenlos,535,Germanistik - Linguistik, Studentensprache Jahrhundert ,17246,Die deutsche Studentensprache im späten 18. Jahrhundert
Gunnar Weber (Autor:in),Seminararbeit,2001,1,Universität Bremen,9783640017829,de,https://www.hausarbeiten.de/document/103404,14,14 von 14 Seiten X- nach oben,Kostenlos,980,Germanistik - Neuere Deutsche Literatur, Goethe Mitschuldigen ,16746,Goethe - die Mitschuldigen
Jan Leder (Autor:in),Seminararbeit,2001,"2,0",Rheinische Friedrich-Wilhelms-Universität Bonn,9783640017836,de,https://www.hausarbeiten.de/document/103405,9,9 von 9 Seiten X- nach oben,Kostenlos,389,Germanistik - Neuere Deutsche Literatur, Gottfried Benn Mann Frau Krebsbaracke Zeugnis Expressionismus Proseminar ,10885,"Gottfried Benn: ""Mann und Frau gehen durch die Krebsbaracke"" als Zeugnis des Expressionismus"
Jan-Philipp Possmann (Autor:in),Hausarbeit (Hauptseminar),2001,none,Freie Universität Berlin,9783640018642,de,https://www.hausarbeiten.de/document/103486,16,16 von 16 Seiten X- nach oben,Kostenlos,1578,Germanistik - Neuere Deutsche Literatur, Brechts Antigone Sophokles Analyse Beurteilung Bearbeitung Hölderlinschen Antigone ,48524,"Brechts ""Antigone des Sophokles"". Analyse und kritische Beurteilung der Bearbeitung der Hölderlinschen ""Antigone""."
Barbara Sevenich (Autor:in),Seminararbeit,2000,gut (+),none,9783640018659,de,https://www.hausarbeiten.de/document/103487,8,8 von 8 Seiten X- nach oben,Kostenlos,577,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Interpretation ,12458,Den morgenblic bî wahtaeres sange erkôs - Interpretation
Christiane Pönitzsch (Autor:in),Hausarbeit,1999,2,Gottfried Wilhelm Leibniz Universität Hannover,9783640018666,de,https://www.hausarbeiten.de/document/103488,27,27 von 27 Seiten X- nach oben,Kostenlos,597,"Germanistik - Komparatistik, Vergleichende Literaturwissenschaft", Zerstörung Weiblichen Zwischenprüfungsarbeit ,61073,Die Zerstörung des Weiblichen
Jan Lautenbach (Autor:in),Hausarbeit,2001,1.3,none,9783640018680,de,https://www.hausarbeiten.de/document/103490,22,21 von 22 Seiten X- nach oben,Kostenlos,1532,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Prolog Gottfried Straßburg ,47528,Der Prolog des `Tristan` von Gottfried von Straßburg
Lars-Christoph Klein (Autor:in),Hausarbeit (Hauptseminar),2001,1.0,Universität Karlsruhe (TH),9783640013357,de,https://www.hausarbeiten.de/document/102955,28,28 von 28 Seiten X- nach oben,Kostenlos,7811,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Handlungsmotivation Melusine Thüring Ringoltingens Erlösungsstreben Normerfüllung Hauptseminar Deutsche Volksbücher Fortunatus) ,67057,"Die Handlungsmotivation in der ""Melusine"" Thüring von Ringoltingens zwischen Erlösungsstreben und Normerfüllung"
Oliver Horn (Autor:in),Hausarbeit (Hauptseminar),2000,none,Freie Universität Berlin,9783640013364,de,https://www.hausarbeiten.de/document/102956,75,74 von 75 Seiten X- nach oben,Kostenlos,3972,"Germanistik - Komparatistik, Vergleichende Literaturwissenschaft", Lotst Lust Mannes Raubschiff Vergewaltigung Lucretia Literatur Mittelalter Neuzeit Gesellschaftsmodell Neuzeit ,162114,Lotst Lust des Mannes Raubschiff? - Die Vergewaltigung der Lucretia in der Literatur vom Mittelalter bis zur frühen Neuzeit.
Jörg Frase (Autor:in),Ausarbeitung,2001,none,none,9783640010196,de,https://www.hausarbeiten.de/document/102639,7,7 von 7 Seiten X- nach oben,Kostenlos,270,Germanistik - Neuere Deutsche Literatur, Friedrich Dürrenmatt Physiker ,16171,Friedrich Dürrenmatt - Die Physiker
Oliver Buchholz (Autor:in),Hausarbeit,2001,1,Carl von Ossietzky Universität Oldenburg,9783640010202,de,https://www.hausarbeiten.de/document/102640,24,24 von 24 Seiten X- nach oben,Kostenlos,192,Germanistik - Linguistik, Mehrsprachigkeit Migration Nationalideologie Mehrsprachigkeit ,41004,Mehrsprachigkeit durch Migration
Eric Weigel (Autor:in),Hausarbeit,2000,2,Universität zu Köln,9783640010356,de,https://www.hausarbeiten.de/document/102655,23,23 von 23 Seiten X- nach oben,Kostenlos,1905,Germanistik - Neuere Deutsche Literatur, Darstellung Beat Generation Untersuchung Hubert Fichte Beatnik Kurzprosa Jahrhunderts ,45746,"Darstellung der Beat Generation und die Untersuchung, ob Hubert Fichte ein deutscher Beatnik war"
Eric Weigel (Autor:in),Hausarbeit,2000,2,Universität zu Köln,9783640010363,de,https://www.hausarbeiten.de/document/102656,21,20 von 21 Seiten X- nach oben,Kostenlos,1045,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Walter Haug Fiktionalität Mediävistik ,41763,Walter Haug und die mittelalterliche Fiktionalität
Simone Pefferkofen (Autor:in),Hausarbeit (Hauptseminar),2000,gut,Freie Universität Berlin,9783640009695,de,https://www.hausarbeiten.de/document/102589,24,24 von 24 Seiten X- nach oben,Kostenlos,442,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Crossdressing Legende Hauptseminar ,45460,Crossdressing in der Legende
Jana Beisker (Autor:in),Seminararbeit,2001,none,none,9783640007516,de,https://www.hausarbeiten.de/document/102368,25,25 von 25 Seiten X- nach oben,Kostenlos,1476,Germanistik - Linguistik, Luthers Sprachschaffen ,76508,Luthers Sprachschaffen
anja sturm (Autor:in),Ausarbeitung,2001,1-,Johann Wolfgang Goethe-Universität Frankfurt am Main,9783640007523,de,https://www.hausarbeiten.de/document/102369,13,13 von 13 Seiten X- nach oben,Kostenlos,987,Germanistik - Linguistik, Perry Rhodan Erbe Universums Sprache Sience Fiction Visionen ,34860,Perry Rhodan - der Erbe des Universums
Carsten Hinrichs (Autor:in),Hausarbeit (Hauptseminar),2000,none,Universität zu Köln,9783640005253,de,https://www.hausarbeiten.de/document/102136,15,15 von 15 Seiten X- nach oben,Kostenlos,1560,Germanistik - Neuere Deutsche Literatur, Maskerade Dialog Verwandlungsspiel Mustern Motiven Hafis`scher Lyrik Goethes West-östlichem Diwan Interkulturalität Goethes West-östlichem Diwan ,35632,"Maskerade - oder poetischer Dialog? Vom Verwandlungsspiel mit Mustern und Motiven Hafis`scher Lyrik in Goethes ""West-östlichem Diwan"""
Sandra Zeiher (Autor:in),Seminararbeit,2000,"1,3",Humboldt-Universität zu Berlin,9783640005260,de,https://www.hausarbeiten.de/document/102137,23,23 von 23 Seiten X- nach oben,Kostenlos,1052,Germanistik - Neuere Deutsche Literatur, Hysterie Widerstands Heimat Orten Exiltexten Frauen ,41580,Hysterie als Ort des stillen Widerstands
Veronika Harmathová (Autor:in),Hausarbeit,2001,none,none,9783640005277,de,https://www.hausarbeiten.de/document/102138,6,6 von 6 Seiten X- nach oben,Kostenlos,514,Germanistik - Linguistik, Deutsche Partikeln ,9767,Deutsche und tschechische Partikeln
Patrick Lohmeier (Autor:in),Hausarbeit,2001,2+,none,9783640005284,de,https://www.hausarbeiten.de/document/102139,13,13 von 13 Seiten X- nach oben,Kostenlos,455,Germanistik - Neuere Deutsche Literatur, Fremde Nähe Fremderfahrung Johnsons Buch Achim ,27247,"Die Fremde in der Nähe: Fremderfahrung in Uwe Johnsons ""Das dritte Buch über Achim"""
Katrin Feller (Autor:in),Seminararbeit,1998,"1,0",Heinrich-Heine-Universität Düsseldorf,9783640005291,de,https://www.hausarbeiten.de/document/102140,27,27 von 27 Seiten X- nach oben,Kostenlos,1151,Germanistik - Neuere Deutsche Literatur, Ehebruchsproblematik Effi Briest Thema Effi Briest ,78273,Die Ehebruchsproblematik in Effi Briest
Laura Antonia Slevogt (Autor:in),Hausarbeit,2000,none,Universität Witten/Herdecke,9783640004164,de,https://www.hausarbeiten.de/document/102018,28,28 von 28 Seiten X- nach oben,Kostenlos,1038,Germanistik - Neuere Deutsche Literatur, Ueber Entstehung Schillerschen Aesthetik ,59490,Ueber die Entstehung der Schillerschen Aesthetik
Jan Hoppe (Autor:in),Seminararbeit,2000,"1,0",Rheinisch-Westfälische Technische Hochschule Aachen,9783640003044,de,https://www.hausarbeiten.de/document/101895,34,34 von 34 Seiten X- nach oben,Kostenlos,6188,Germanistik - Linguistik, Eine Darstellung Ontogenese Theorie Jacques Lacans Problem Adressabilität Mediengesellschaft ,79422,Ich ist ein anderer. Eine Darstellung der Ontogenese in der psychoanalytischen Theorie Jacques Lacans.
Jan Hoppe (Autor:in),Seminararbeit,1999,"1,0",Rheinisch-Westfälische Technische Hochschule Aachen,9783640003051,de,https://www.hausarbeiten.de/document/101896,24,24 von 24 Seiten X- nach oben,Kostenlos,3557,Germanistik - Linguistik, Sprache Instinkt Eine Diskussion Pinkerschen Plädoyers Instinkthaftigkeit Sprache Beispiel Thesen Erstspracherwerb Syntax ,57387,Ist Sprache ein Instinkt? Eine kritische Diskussion des Pinkerschen Plädoyers für die Instinkthaftigkeit von Sprache am Beispiel seiner Thesen zum kindlichen Erstspracherwerb.
Claudia Groß (Autor:in),Seminararbeit,2000,"1,5",Albert-Ludwigs-Universität Freiburg,9783640001989,de,https://www.hausarbeiten.de/document/101785,19,19 von 19 Seiten X- nach oben,Kostenlos,1727,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Teufelsszenen Redentiner Osterspiel ,43872,Die Teufelsszenen im Redentiner Osterspiel
Franziska Klemm (Autor:in),Hausarbeit,2001,"1,5",Universität Erfurt,9783640002009,de,https://www.hausarbeiten.de/document/101787,33,33 von 33 Seiten X- nach oben,Kostenlos,4021,Germanistik - Neuere Deutsche Literatur, Spezifik Frauengestalten Ljudmila Ulitzkaja Weib Weibe ,87237,Die Spezifik der Frauengestalten bei Ljudmila Ulitzkaja
Karen Ballmer (Autor:in),Hausarbeit,2001,none,none,9783638999465,de,https://www.hausarbeiten.de/document/101530,22,22 von 22 Seiten X- nach oben,Kostenlos,3967,Germanistik - Linguistik, Aspekte Effekte Ironie Alltagskommunikation ,42881,Aspekte und Effekte der Ironie in der Alltagskommunikation
Thomas Armbruster (Autor:in),Hausarbeit,2000,none,Albert-Ludwigs-Universität Freiburg,9783638998000,de,https://www.hausarbeiten.de/document/101383,13,13 von 13 Seiten X- nach oben,Kostenlos,1138,Germanistik - Neuere Deutsche Literatur, Thomas Manns Felix Krull Schelm Parodie Schelmen- Bildungsroman ,24009,Thomas Manns Felix Krull - ein gebildeter Schelm? Parodie auf Schelmen- und Bildungsroman
Claudia Brenig (Autor:in),Seminararbeit,1998,"1,3",Eberhard-Karls-Universität Tübingen,9783638997775,de,https://www.hausarbeiten.de/document/101360,39,39 von 39 Seiten X- nach oben,Kostenlos,1158,Germanistik - Neuere Deutsche Literatur, Krieg Geld Frage Vernunft Moral Bertolt Brechts Mutter Courage Kinder Folie Theorien Thematisierung Geldes Literatur Thema Mutter Courage ,98003,Der Krieg und das Geld - eine Frage der Vernunft oder der Moral? Bertolt Brechts Mutter Courage und ihre Kinder auf der Folie verschiedener Theorien.
Claudia Marschlich (Autor:in),Hausarbeit,2001,2.0,Friedrich-Schiller-Universität Jena,9783638996907,de,https://www.hausarbeiten.de/document/101272,32,32 von 32 Seiten X- nach oben,Kostenlos,1262,Germanistik - Neuere Deutsche Literatur, Günter Kunert Tagebuch Reisenotizen Ansichten Einsichten Reiseliteratur Kulturraum Deutsch Fremdsprache ,44700,Günter Kunert: Ein englisches Tagebuch: Reisenotizen - Ansichten und Einsichten
Falk Hühne (Autor:in),Hausarbeit,2001,none,none,9783638996914,de,https://www.hausarbeiten.de/document/101273,17,17 von 17 Seiten X- nach oben,Kostenlos,1679,Germanistik - Neuere Deutsche Literatur, Leonhard Frank Kriegskrüppel Otto Dix` Kriegskrüppelbilder ,32917,Leonhard Frank: Die Kriegskrüppel & Otto Dix` Kriegskrüppelbilder
Claudia Freilinger (Autor:in),Hausarbeit,2001,none,none,9783638996938,de,https://www.hausarbeiten.de/document/101275,19,18 von 19 Seiten X- nach oben,Kostenlos,1858,"Germanistik - Literaturgeschichte, Epochen", Schriftsteller Charles Baudelaire Moderne ,39957,Der Schriftsteller Charles Baudelaire und die Moderne
Katerina Skrottova (Autor:in),Seminararbeit,2000,none,none,9783638996044,de,https://www.hausarbeiten.de/document/101183,14,14 von 14 Seiten X- nach oben,Kostenlos,1246,Germanistik - Neuere Deutsche Literatur, Motte Fougué Undine Seminar Erzählungen Romantik ,34886,F. de la Motte Fougué: Undine
Rene Damm (Autor:in),Hausarbeit,2001,1,Universität Leipzig,9783638996075,de,https://www.hausarbeiten.de/document/101186,20,20 von 20 Seiten X- nach oben,Kostenlos,1605,Germanistik - Neuere Deutsche Literatur, Monolog Hermann Brochs Roman ,48891,Der innere Monolog in Hermann Brochs Roman
Jochen Jocher (Autor:in),Seminararbeit,2000,1-,Westfälische Wilhelms-Universität Münster,9783638995429,de,https://www.hausarbeiten.de/document/101121,11,10 von 11 Seiten X- nach oben,Kostenlos,485,Germanistik - Neuere Deutsche Literatur, Vorstellung Diskurs-Bastelei Claude Lévi-Strauss Kritikpunkte Jacques Derrida Proseminar Literaturwissenschaftliche Methodologie ,16637,Die Vorstellung der Diskurs-Bastelei bei Claude Lévi-Strauss und wesentliche Kritikpunkte daran bei Jacques Derrida
Jochen Jocher (Autor:in),Seminararbeit,2000,1-,Westfälische Wilhelms-Universität Münster,9783638995436,de,https://www.hausarbeiten.de/document/101122,28,28 von 28 Seiten X- nach oben,Kostenlos,1482,Germanistik - Neuere Deutsche Literatur, Derridas Zeichenbegriff Abkehr Saussures Proseminar Literaturwissenschaftliche Methodologie ,54846,Ist Derridas Zeichenbegriff tatsächlich eine Abkehr von dem de Saussures?
Carsten Brettschneider (Autor:in),Hausarbeit (Hauptseminar),2001,3,Christian-Albrechts-Universität Kiel,9783638995443,de,https://www.hausarbeiten.de/document/101123,22,22 von 22 Seiten X- nach oben,Kostenlos,2159,Germanistik - Neuere Deutsche Literatur, Hedda Gabler Friedrich Nietzsche Henrik Ibsen August Strindberg Drama ,48526,Reflexe Nietzsches und Freuds in Henrik Ibsens Hedda Gabler
Jörn Köster (Autor:in),Hausarbeit,2000,none,Westfälische Wilhelms-Universität Münster,9783638994415,de,https://www.hausarbeiten.de/document/101019,15,15 von 15 Seiten X- nach oben,Kostenlos,895,Germanistik - Neuere Deutsche Literatur, Heinrich Kleist Findling ,33817,Heinrich von Kleist - Der Findling
Andrea Dennerova (Autor:in),Ausarbeitung,2001,none,none,9783638994439,de,https://www.hausarbeiten.de/document/101021,9,8 von 9 Seiten X- nach oben,Kostenlos,800,Germanistik - Neuere Deutsche Literatur, Werkübersicht Themen Stil Analyse des Romans ,30892,Thomas Bernhard. Sein Roman: Der Frost
Karen Ballmer (Autor:in),Hausarbeit,2001,none,none,9783638994996,de,https://www.hausarbeiten.de/document/101078,22,22 von 22 Seiten X- nach oben,Kostenlos,1253,Germanistik - Neuere Deutsche Literatur, Goethe Johann Wolfgang Ulysses Zwischen Universalität Intertextualität Goethes Konzept Weltliteratur Ulysses ,52581,"Goethe, Johann Wolfgang von - Ulysses - Zwischen Universalität und Intertextualität: Goethes Konzept der Weltliteratur in ""Ulysses"""
Steffi Lüders (Autor:in),Hausarbeit,2001,none,none,9783638992053,de,https://www.hausarbeiten.de/document/100782,16,16 von 16 Seiten X- nach oben,Kostenlos,567,Germanistik - Neuere Deutsche Literatur, Auflösung Gruppe ,32566,Die Auflösung der Gruppe 47
Andreas Martin Schneider (Autor:in),Hausarbeit,2001,none,none,9783638992060,de,https://www.hausarbeiten.de/document/100783,28,28 von 28 Seiten X- nach oben,Kostenlos,2059,Germanistik - Neuere Deutsche Literatur, Spaziergang Robert Walser ,69877,Der Spaziergang bei Robert Walser
Freia Hofmann (Autor:in),Seminararbeit,2000,none,Technische Universität Chemnitz,9783638990929,de,https://www.hausarbeiten.de/document/100667,28,28 von 28 Seiten X- nach oben,Kostenlos,2679,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Hochzeit Gesichtspunkten Dichtung Kontext Seminar Geistliche Dichtung Jahrhunderts ,46022,Die Hochzeit - zu Gesichtspunkten der allegorischen Dichtung im historischen Kontext
Sandra Hassinger (Autor:in),Hausarbeit,2000,"2,2",none,9783638986946,de,https://www.hausarbeiten.de/document/100265,15,15 von 15 Seiten X- nach oben,Kostenlos,2032,Germanistik - Neuere Deutsche Literatur, Kleists Marquise Stellung Einrichtung Welt ,30847,"Kleists ""Marquise von O..."" und ihre Stellung in der ""gebrechlichen Einrichtung der Welt""."
Philipp von Melle (Autor:in),Hausarbeit (Hauptseminar),2000,none,Rheinische Friedrich-Wilhelms-Universität Bonn,9783638986977,de,https://www.hausarbeiten.de/document/100268,14,13 von 14 Seiten X- nach oben,Kostenlos,696,Germanistik - Neuere Deutsche Literatur, Kunst Kunstgespräche Aussagen Büchners Werk Georg Büchner ,27471,Kunst und Kunstgespräche - Ästhetische Aussagen in Büchners Werk
Carsten Böhmert (Autor:in),Hausarbeit,1997,Gut,Westfälische Wilhelms-Universität Münster,9783638987028,de,https://www.hausarbeiten.de/document/100273,16,15 von 16 Seiten X- nach oben,Kostenlos,1805,Germanistik - Linguistik, Sprachliche Besonderheiten Jugendsprache Techno-Generation ,26570,Sprachliche Besonderheiten in der Jugendsprache der Techno-Generation
Katrin Schmidt (Autor:in),Hausarbeit (Hauptseminar),1999,none,Bayerische Julius-Maximilians-Universität Würzburg,9783638987202,de,https://www.hausarbeiten.de/document/100291,22,22 von 22 Seiten X- nach oben,Kostenlos,2941,Germanistik - Linguistik, Kirchen Frühneuhochdeutsche Textsorten Medien ,46155,"""Die weiber soellen schweigen / vnd nit reden in der Kirchen"" (1. Kor. 14)"
Susanna Eiberger (Autor:in),Seminararbeit,2000,1,Universität Regensburg,9783638984768,de,https://www.hausarbeiten.de/document/100046,18,18 von 18 Seiten X- nach oben,Kostenlos,2786,Germanistik - Neuere Deutsche Literatur, Stefan Georges Gedichtzyklus Algabal Beispiel Dichtung Siècle ,35267,"Stefan Georges Gedichtzyklus ""Algabal"" als Beispiel ästhetizistischer und dekadenter Dichtung des literarischen Fin de Siècle"
Martin Windolph (Autor:in),Hausarbeit,2000,none,none,9783638984775,de,https://www.hausarbeiten.de/document/100047,10,10 von 10 Seiten X- nach oben,Kostenlos,1803,Germanistik - Neuere Deutsche Literatur, Friedrich Dürrenmatts Kriminalhörspiel Abendstunde Spätherbst ,24984,"Friedrich Dürrenmatts Kriminalhörspiel ""Abendstunde im Spätherbst"""
Carina Glaubitz (Autor:in),Seminararbeit,2000,1-,Freie Universität Berlin,9783638984300,de,https://www.hausarbeiten.de/document/99998,11,11 von 11 Seiten X- nach oben,Kostenlos,1033,Germanistik - Neuere Deutsche Literatur, Ideen Mutmaßungen Bedeutung Bildes Narren Vernünftigen Capitel Heinrich Heines Ideen Buch Grand Heinrich Heine ,20035,"Ideen zu den ""Ideen"". Mutmaßungen über die Bedeutung des Bildes der Narren und Vernünftigen im XV. Capitel von Heinrich Heines - Ideen. Das Buch Le Grand"
